iter	Logloss
382	0.2907615356
383	0.2905964355
384	0.2904320679
385	0.2903292847
386	0.290170929
387	0.290056427
388	0.2899249268
389	0.2898114624
390	0.289744873
391	0.2895650635
392	0.2894473267
393	0.2893724976
394	0.2892949829
395	0.2892245483
396	0.2891046143
397	0.288987854
398	0.2889004517
399	0.2888383484
400	0.2887851563
401	0.2886773987
402	0.2885976563
403	0.2885024109
404	0.2883308105
405	0.2882320251
406	0.2881353149
407	0.2880570984
408	0.2879339294
409	0.2878287964
410	0.2877310181
411	0.2876275024
412	0.2875441895
413	0.2874017334
414	0.2873107605
415	0.2871735229
416	0.2870680847
417	0.286978302
418	0.28685849
419	0.2867697144
420	0.2866168823
421	0.2865404053
422	0.2864610596
423	0.2863598633
424	0.2862807617
425	0.2862051392
426	0.2860985718
427	0.2860192871
428	0.2858901367
429	0.2857877197
430	0.2856810913
431	0.2855831299
432	0.2854788208
433	0.2853726807
434	0.2852681885
435	0.2851772156
436	0.2850925598
437	0.2850092163
438	0.2848586426
439	0.2847200317
440	0.2846479187
441	0.2845287476
442	0.2844350586
443	0.2843377686
444	0.2842539673
445	0.2841609192
446	0.2840160217
447	0.2838834229
448	0.2837007141
449	0.283605835
450	0.2835108337
451	0.2833303833
452	0.2831853027
453	0.2829910889
454	0.2828776245
455	0.2827819824
456	0.2826798096
457	0.282581543
458	0.2824683838
459	0.2823926392
460	0.2822487183
461	0.2821469116
462	0.2820701904
463	0.28199646
464	0.2818863831
465	0.2817183533
466	0.2815877686
467	0.2814882813
468	0.2813515015
469	0.2812123413
470	0.2811402588
471	0.2810541687
472	0.2810067444
473	0.280930481
474	0.2808127747
475	0.2807130127
476	0.2806104126
477	0.2805407715
478	0.2804189148
479	0.2803239136
480	0.2802302856
481	0.2801213379
482	0.2800118103
483	0.2798967285
484	0.27979599
485	0.2797033081
486	0.2796116943
487	0.2794677124
488	0.2792967529
489	0.2791984253
490	0.2791020203
491	0.278962616
492	0.2788630676
493	0.2787609863
494	0.2786857605
495	0.2785518188
496	0.2784481506
497	0.2783485718
498	0.2782658081
499	0.278133667
500	0.2780351868
501	0.277953064
502	0.277861145
503	0.2777716675
504	0.2777089233
505	0.2776246338
506	0.2775514526
507	0.2773995972
508	0.277305542
509	0.2772074585
510	0.2771207886
511	0.2770407104
512	0.2768890686
513	0.2768093262
514	0.2767079468
515	0.2765875244
516	0.2764588623
517	0.2763424683
518	0.2762623901
519	0.2761760254
520	0.2760638733
521	0.2759822998
522	0.2758740234
523	0.2757289429
524	0.2755769043
525	0.2754620361
526	0.2753400879
527	0.275259613
528	0.2751874084
529	0.2751189575
530	0.2750361938
531	0.2749317627
532	0.2748810425
533	0.2747879639
534	0.2747175903
535	0.2746368408
536	0.274508606
537	0.2743850708
538	0.2742673645
539	0.2741971436
540	0.2740782471
541	0.2739741516
542	0.2738345032
543	0.2737686462
544	0.2736702576
545	0.2736055908
546	0.2735052185
547	0.2734291992
548	0.2733146667
549	0.2732316895
550	0.2731184082
551	0.2730639038
552	0.2729820557
553	0.272919281
554	0.2728413696
555	0.2727511902
556	0.2726599731
557	0.2725934448
558	0.2724707031
559	0.272319458
560	0.2722018433
561	0.2721090088
562	0.2720397949
563	0.2719309387
564	0.2718412476
565	0.2717403564
566	0.2716570129
567	0.2715703125
568	0.2714430847
569	0.2713059082
570	0.271193634
571	0.271041626
572	0.2709273682
573	0.2708665161
574	0.2707756958
575	0.2706716919
576	0.2705869141
577	0.2705019531
578	0.2703930664
579	0.2703316956
580	0.2702229614
581	0.2701383667
582	0.2700738525
583	0.2699606323
584	0.2698552856
585	0.2697168579
586	0.2696286926
587	0.2695563354
588	0.2694563599
589	0.2693505249
590	0.2692753296
591	0.2692159424
592	0.2691236267
593	0.2690389404
594	0.2689662476
595	0.2688469543
596	0.268731842
597	0.268684906
598	0.26859021
599	0.2685178528
600	0.2684355774
601	0.2683858337
602	0.2683212891
603	0.2682316284
604	0.2681877441
605	0.2681144409
606	0.2680377808
607	0.267958313
608	0.2678551025
609	0.267712738
610	0.2675762329
611	0.2674892883
612	0.2673722839
613	0.2672753906
614	0.2672012329
615	0.2671104736
616	0.2669792786
617	0.2668866577
618	0.266841095
619	0.266695282
620	0.2665828857
621	0.2665053101
622	0.2664371033
623	0.2663289795
624	0.2662261658
625	0.2661202698
626	0.265980957
627	0.2658995667
628	0.2657842407
629	0.2656868286
630	0.2655994263
631	0.2655219727
632	0.2654299316
633	0.2653416138
634	0.2652815857
635	0.2651661682
636	0.2650889587
637	0.2649997864
638	0.2649031372
639	0.2648346863
640	0.2647246704
641	0.2646381836
642	0.2645540771
643	0.2644486084
644	0.2644020081
645	0.2642810974
646	0.2641845398
647	0.2640666809
648	0.2639312134
649	0.2638294678
650	0.2636986694
651	0.2636251221
652	0.2635353394
653	0.2634072266
654	0.2633200073
655	0.263222229
656	0.2631367493
657	0.2630394897
658	0.2629765625
659	0.2629132996
660	0.2628213501
661	0.2627472534
662	0.2626491394
663	0.2625352173
664	0.2624705811
665	0.2623813477
666	0.2622932129
667	0.2622141113
668	0.2621072388
669	0.2620209351
670	0.2619236755
671	0.2618419189
672	0.2617317505
673	0.2616455688
674	0.2615618286
675	0.2614675903
676	0.2613977661
677	0.2612943726
678	0.2612139282
679	0.261122345
680	0.2610239258
681	0.2610072937
682	0.2609541626
683	0.2608564453
684	0.2607515869
685	0.2606298828
686	0.2605496216
687	0.260454071
688	0.2603498535
689	0.2602714539
690	0.2601984558
691	0.2600900269
692	0.2599881592
693	0.2599259644
694	0.259835144
695	0.2597472229
696	0.2596675415
697	0.259527771
698	0.2594342651
699	0.2593499146
700	0.2592478638
701	0.2591630859
702	0.2590708618
703	0.2589918213
704	0.2589573059
705	0.2588664551
706	0.2587692871
707	0.2587047119
708	0.2586226196
709	0.2585640564
710	0.2584766235
711	0.2584211426
712	0.2582637329
713	0.2581772766
714	0.2580617065
715	0.2579201355
716	0.2578372803
717	0.2577824097
718	0.2577095337
719	0.2576390991
720	0.2575949097
721	0.2575335083
722	0.2574702759
723	0.2573782654
724	0.25728302
725	0.257201355
726	0.2571225891
727	0.2570135498
728	0.2569187012
729	0.2568372192
730	0.2567513428
731	0.2567022705
732	0.2566420288
733	0.2565769043
734	0.2565071411
735	0.2563824158
736	0.2562694092
737	0.25621521
738	0.2561692505
739	0.2561040039
740	0.2560014038
741	0.2559454041
742	0.2558679199
743	0.2558197021
744	0.2557241211
745	0.2556047821
746	0.2555312195
747	0.2553863678
748	0.2553016663
749	0.2552319336
750	0.2551457977
751	0.2551108398
752	0.2550207062
753	0.2549407501
754	0.2548811035
755	0.2547974396
756	0.2547185211
757	0.2546332855
758	0.254572998
759	0.2544895477
760	0.2543956909
761	0.2543188782
762	0.2542393188
763	0.2541746979
764	0.2541062164
765	0.2540450745
766	0.2539750671
767	0.2539096375
768	0.2538402252
769	0.2537449493
770	0.2536046753
771	0.2535098572
772	0.2534318237
773	0.2533287964
774	0.2532923889
775	0.2532080383
776	0.2531576538
777	0.2530982361
778	0.25302771
779	0.2529588318
780	0.2528767395
781	0.2527880707
782	0.2527335968
783	0.2526317749
784	0.2524809723
785	0.2523808441
786	0.2523088989
787	0.2522100372
788	0.252130188
789	0.2520628662
790	0.2520194092
791	0.2519327698
792	0.2518305969
793	0.2516986084
794	0.2516078033
795	0.2515386963
796	0.251456665
797	0.2513397522
798	0.2512655334
799	0.2512189026
800	0.25114505
801	0.2510527954
802	0.2509926605
803	0.2509463654
804	0.2507944946
805	0.2506998596
806	0.2506313782
807	0.2505642853
808	0.2504932556
809	0.2504257355
810	0.2503424835
811	0.2502872925
812	0.2502298431
813	0.2501431274
814	0.2500572205
815	0.2500183411
816	0.2499251404
817	0.249830658
818	0.2497627716
819	0.2496915588
820	0.2496071167
821	0.2495036316
822	0.2494273682
823	0.2493509216
824	0.249271347
825	0.2491781616
826	0.2491161652
827	0.2490292358
828	0.2489810181
829	0.2489307709
830	0.2488564606
831	0.2487838287
832	0.2486930542
833	0.2486112518
834	0.2485608063
835	0.248490097
836	0.248394989
837	0.2483536072
838	0.2483461304
839	0.2482839203
840	0.2482064819
841	0.2481171417
842	0.2480717163
843	0.2479798889
844	0.2479114075
845	0.2478444214
846	0.2477404022
847	0.2476491699
848	0.2475958252
849	0.2475312347
850	0.2474584351
851	0.2473863983
852	0.2472659607
853	0.247186615
854	0.2470836182
855	0.2470270233
856	0.2469385071
857	0.2468652039
858	0.2467983398
859	0.2467254639
860	0.2466404724
861	0.2465782776
862	0.2464839325
863	0.2464259338
864	0.2463709717
865	0.2462617645
866	0.2461922302
867	0.2460915222
868	0.2460179138
869	0.2459193573
870	0.2458418884
871	0.2457854156
872	0.2457209167
873	0.2456151123
874	0.2455277252
875	0.2454334106
876	0.245354187
877	0.2452790833
878	0.2452064514
879	0.2451369934
880	0.245065918
881	0.2449523621
882	0.2448829346
883	0.2447684021
884	0.2446864166
885	0.2446205444
886	0.2445438843
887	0.2444862213
888	0.2443740845
889	0.2443069153
890	0.2441843567
891	0.2441093903
892	0.2439937286
893	0.2439034729
894	0.2437648468
895	0.243677887
896	0.2435681763
897	0.243434021
898	0.2433632507
899	0.2432669373
900	0.243200531
901	0.2430694885
902	0.242979187
903	0.2429121552
904	0.2428231812
905	0.242760025
906	0.2426585999
907	0.2425986023
908	0.2425032654
909	0.2424496918
910	0.2423723907
911	0.242312561
912	0.2422459259
913	0.2421214905
914	0.2420713654
915	0.2419835052
916	0.241922287
917	0.2418303528
918	0.2417456665
919	0.2416613159
920	0.2416093445
921	0.2415376892
922	0.2414670105
923	0.2413945465
924	0.2412876282
925	0.2411773682
926	0.2410953369
927	0.2410414429
928	0.2409248657
929	0.2408449707
930	0.240789917
931	0.2407415771
932	0.2406608429
933	0.2405561371
934	0.2404641266
935	0.2403944855
936	0.2403277893
937	0.2402443848
938	0.2401824646
939	0.2401190186
940	0.2400427551
941	0.2399804993
942	0.239890686
943	0.2398095856
944	0.2397083282
945	0.2396567993
946	0.2395842285
947	0.2395094604
948	0.2394258118
949	0.2393688965
950	0.2393084106
951	0.239264801
952	0.2391407776
953	0.2390836487
954	0.239015152
955	0.238932785
956	0.2388096313
957	0.2387059021
958	0.238630127
959	0.2385499878
960	0.2384916077
961	0.2384133911
962	0.238333725
963	0.2382571564
964	0.2381765747
965	0.2380621033
966	0.2379472046
967	0.2379147491
968	0.2378275452
969	0.2377699585
970	0.237736145
971	0.2376665955
972	0.2375735016
973	0.2375081177
974	0.2374295654
975	0.2373518982
976	0.237295929
977	0.2372109222
978	0.237156189
979	0.2370405121
980	0.2369464111
981	0.2368814697
982	0.2368150024
983	0.2367155457
984	0.2366208191
985	0.2365540466
986	0.2364981384
987	0.236465332
988	0.2363338928
989	0.2362356567
990	0.2361790771
991	0.23609935
992	0.2360680542
993	0.2359509277
994	0.2358945618
995	0.2358292542
996	0.2357570953
997	0.2356969299
998	0.2356695404
999	0.2355602417
